,label,message
1102,0,yeah go bored depressed sittin waitin phone ring hope wind drop though scary
1103,0,black shirt n blue jean thk c ü
1104,0,aiyah sorry lor watch tv watch forgot check phone
1105,1,message important information user today lucky day find log onto http fantastic surprise awaiting
1106,0,hen night going swing
1107,0,good afternoon love go day woke early online waiting hmmm italian boy online see grin
1108,0,someone smoke every time smoked last two week calling texting wanted smoke
1109,0,get headache trying figure u trust math promise
1110,0,first time dhoni rock
1111,0,ok ill tell company
1112,0,awesome think get usf time tonight
1113,0,mean still think teju
1114,0,good movie ok leave hourish
1115,0,kallis home home town durban
1116,0,let make saturday monday per convenience
1117,0,hey time driving fri go evaluation fri
1118,1,price claim call
1119,0,going lunch wif family aft dat go str orchard lor
1120,1,bored speed dating try speedchat txt speedchat like em txt swap get new chatter rcd
1121,0,cancel cheyyamo get money back
1122,1,want anytime network min text new video phone five pound per week call reply delivery tomorrow
1123,0,ok whats ur today plan
1124,0,good morning princess
1125,0,aiyar sorry lor forgot tell u
1126,1,taking part mobile survey yesterday text use however wish get txts send txt c
1127,0,tonight mate catching sleep new number way
1128,0,height oh shit situation guy throw luv letter gal fall brother head who gay
1129,1,ur hmv quiz currently maximize ur send
1130,0,check error difficulty correction
1131,0,howz pain hope u r fine
1132,0,sorry call later
1133,0,good morning princess
1134,0,entered cabin pa said happy bos felt special askd lunch lunch invited apartment went
1135,0,u wake already thanx e tau sar piah quite nice
1136,0,k need login anything
1137,1,dont forget place many free request wish information call
1138,0,lol busy
1139,0,u wearing
1140,0,message text missing sender name missing number missing sent date missing missing u lot thats everything missing sent via
1141,0,oh usual vijay film different
1142,1,know u u know send chat let find rcvd ldn year
1143,0,good day mine really busy much tomorrow night
1144,0,way send shade stuff wonderful
1145,0,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study
1146,1,thank winner notified sm good luck future marketing reply stop customer service
1147,0,babe lost
1148,0,ok help ask working tmr
1149,0,driving raining get caught e mrt station lor
1150,0,drop tank
1151,0,said text one time
1152,0,sorry call later
1153,0,ok go change also
1154,1,girl many local u r virgin r ready ur every sexual need u text cute
1155,0,u find sitter kaitlyn sick slept day yesterday
1156,0,sorry man accidentally left phone silent last night check til got
1157,0,hey something came last min think wun signing tmr hee
1158,0,adult would learn experience real danger dont like peep using drug dont need comment
1159,0,hey veggie pizza
1160,0,yun buying school got offer plus
1161,0,sure neighbor didnt pick
1162,0,sent
1163,1,free entry wkly comp win fa cup final tkts may text fa receive entry question std txt rate c apply
1164,0,new theory argument win situation loses person dont argue ur friend kick amp say always correct
1165,0,well im computerless time make oreo truffle
1166,0,haha yeah see sec
1167,0,number sir
1168,0,lol hot air balloon
1169,0,ok come soon come otherwise tomorrow
1170,0,msg r time silently say thinking u right also making u think least moment gd drms shesil
1171,0,yeah probably swing roommate finish girl
1172,1,got take take part wrc rally oz u lucozade energy text rally le see pack itcould u
1173,0,happy new year melody
1174,0,ü dun need pick ur gf
1175,0,yay better told girl either
1176,0,horrible u eat mac eat u forgot abt already rite u take long reply thk toot b prepared wat shall eat
1177,0,say fantastic chance anything need bigger life lift losing live think would first person die n v q
1178,0,nw came hme da
1179,0,outside island head towards hard rock run
1180,0,day class class
1181,0,chennai velachery
1182,0,flippin shit yet
1183,0,k give sec breaking lt gt cstore
1184,0,much bad avoid like
1185,0,yo around got car back
1186,0,annoying
1187,0,goodmorning today late lt gt min
1188,0,point hangin mr right makin u happy
1189,0,come correct good looking figure
1190,0,case guess see campus lodge
1191,0,done
1192,0,come home one last time wont anything trust
1193,0,night worrying appt shame missed girl night quiz popcorn hair
1194,1,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pic
1195,0,ok c ya
1196,1,new voicemail please call
1197,0,said matter mind saying matter
1198,0,also know lunch menu know
1199,0,al moan n e thin go wrong fault al de argument r fault fed himso bother hav
1200,0,neft transaction reference number lt gt r lt decimal gt credited beneficiary account lt gt lt time gt lt gt
1201,0,otherwise part time job
1202,0,know called
1203,0,also da feel yesterday night wait til night dear
1204,0,thanks understanding trying tell sura
1205,1,win year supply cd store ur choice worth enter weekly draw txt music t c
1206,0,whole car appreciated last two dad map reading semi argument apart thing going p
1207,1,sim subscriber selected receive bonus get delivered door txt word ok claim exp
1208,0,need strong arm
1209,0,also maaaan missing
1210,0,bday real april
1211,0,guessin ai gon na
1212,0,ok come ur home half hour
1213,0,yo game almost want go walmart soon
1214,0,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well
1215,0,text creepy like wo think forgot
1216,0,would good phone tomo lunchtime shall organise something
1217,1,new voicemail please call
1218,0,damn make tonight want wait til tomorrow
1219,0,k k also fine complete course
1220,0,true passable get high score apply phd get salary make life easier
1221,1,nokia tone ur mob every week txt nok tone free get txtin tell ur friend reply hl
1222,0,prakesh know
1223,0,teach apps da come college
1224,0,rofl betta invest anti aging product
1225,1,winner u specially selected receive cash holiday flight inc speak live operator claim
1226,0,sir receive account another time sorry delay
1227,1,reply name address receive post week completely free accommodation various global location
1228,0,ü submitting da project tmr rite
1229,1,free entry weekly comp send word enter c cust care
1230,0,jus an lar u noe later
1231,0,want send something sell fast lt gt k easy money
1232,0,got thing may pub later
1233,0,finish meeting call
1234,0,lol snatch purse
1235,0,edrunk sorry iff pthis make dancce drum n basq ihave fun x ro xxxxxxx
1236,0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
1237,0,much getting
1238,0,ur paper e morn aft tmr
1239,0,dear relieved westonzoyland going plan end
1240,0,hope great new semester wish best made greatness
1241,0,oh yes speak txt u hmm u get email
1242,0,want show world princess europe
1243,0,nobody decide eat dad want chinese
1244,0,shoot doc waiting room
1245,0,going dinner soon
1246,0,hello site download song urgent pls
1247,0,know u mean king havin credit night night sweet sleep
1248,0,horrible gal sch stuff come u got mc
1249,0,hi hun im comin im sorry hope u ava goodtime oli rang melnite ifink mite b sorted il explain everythin
1250,0,call later network urgnt sm
1251,0,ummmmmaah many many happy return day dear sweet heart happy birthday dear
1252,1,please call immediately urgent message waiting
1253,0,yeah like go like friend imma flip shit like half hour
1254,0,mum say wan go go shun bian watch da glass exhibition
1255,0,plan pongal
1256,0,wait till end march el nino get oh
1257,0,yet chikku going room nw bus
1258,0,also cbe pay
1259,0,honey boo missing u
1260,0,sent jd customer service cum account executive ur mail id detail contact u
1261,0,yo parent gettin cash good news picked downstem
1262,0,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy
1263,1,hungry gay guy feeling hungry call stop text call
1264,0,wahala remember friend need
1265,0,see half hour
1266,0,im inperialmusic weirdest track ever like insect molested someone plumbing remixed evil men acid
1267,0,hey sorry didntgive ya bellearlier hunny bedbut mite go thepub uwana mt load luv jenxxx
1268,0,seriously tell exact word right
1269,1,u get phone wan na chat set meet call u cum luv jane xx
1270,0,tee hee lecture cheery bye bye
1271,0,sorry chikku cell got problem thts nt able reply u msg u
1272,0,still havent collected dough pls let know go place sent get control number
1273,0,ok
1274,1,network operator service free c visit
1275,0,let know contact settled room let know ok
1276,0,wot u u weirdo
1277,0,lor
1278,0,dont put phone silent mode ok
1279,0,meet ü depends ü wan lor
1280,0,waiting tv show start lor u leh still busy ur report
1281,0,oh ho first time u use type word
1282,0,one stalk profile
1283,0,ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
1284,0,yes thought thanks
1285,0,drinkin ok
1286,0,wondering others took
1287,0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
1288,0,dog must always wait till end day word run time cell already
1289,0,happy new year u
1290,0,hey great deal farm tour deposit may
1291,0,eat jap done oso aft ur lect wat ü got lect rite
1292,0,hey babe saw came online second disappeared happened
1293,0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish
1294,0,happy birthday may ur dream come true
1295,0,aiyah u ok already lar e nydc wheellock
1296,0,tell said eat shit
1297,0,sure driving reach destination soon
1298,0,k much fifty
1299,0,daily text favour time
1300,0,great hear settling well happenin wit ola
1301,0,cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one
1302,0,tot u reach liao said
1303,0,fran decided go n e way im completely broke knackered got bout c u love janx dad fone credit
1304,0,cant pick phone right pls send message
1305,0,right make appointment right
1306,0,designation software developer may get chennai
1307,1,enjoy jamster videosound gold club credit new get fun help call
1308,1,get lion england tone reply lionm mono lionp poly go original n best tone network operator rate apply
1309,0,jokin oni lar ü busy wun disturb ü
1310,0,ok careful text drive
1311,0,always even spirit get bb soon trying sure need
1312,0,u r much close heart u go away shattered plz stay
1313,0,love u babe r u sure everything alrite idiot txt bak girlie
1314,0,abt making pic bigger
1315,0,got got colour lor one colour quite light n e darker lor actually done styling hair
1316,0,whenevr ur sad whenevr ur gray remembr im listn watevr u wan na say jus walk wid little amp promise bring back ur smile
1317,0,nothing ok anyway give treat
1318,1,win newest harry potter order phoenix book reply harry answer question chance first among reader
1319,0,ok
1320,0,correct work today
1321,0,sent scream moan bed princess
1322,0,wake long ago already dunno thing
1323,0,oh getting even u u
1324,0,thk shd ok said plus minus ü leave line paragraph
1325,0,call plz number show coveragd area urgnt call vasai amp reach clock call plz
1326,0,yeah jay sort fucking retard
1327,0,sorry bathroom sup
1328,1,ur balance ur next question sang girl answer txt ur answer good luck
1329,0,exam february wish great day
1330,0,dont know come ask question like dont mistake
1331,0,aight rush ask jay
1332,0,good morning plz call sir
1333,0,ok lar u sleep early nite
1334,0,oh icic k lor den meet day
1335,0,oh half hour much longer syria canada eh wow must get much work done day u extra time grin
1336,0,sometimes put wall around heart safe getting hurt find care enough break wall amp get closer goodnoon
1337,0,sweet may may go meet carlos gauge patty interest
1338,0,buying today ü need c meh
1339,0,aight sorry take ten year shower plan
1340,0,every monday nxt week vl completing
1341,0,might ax well im
1342,0,chill another could sleep pain surgical emergency see unfolds okay
1343,0,yeah try scrounge something
1344,0,crazy ar married ü like gd looking guy frens like say korean leona fave dun thk aft thinking mayb prob go
1345,0,somewhere fredericksburg
1346,0,que pas un buen tiempo something like
1347,0,ok stay night xavier sleeping bag getting tired
1348,0,doesnt need test
1349,0,nothing much chillin home super bowl plan
1350,1,sexy st george day pic jordan txt pic dont miss every wk saucy celeb pic c
1351,0,bugis oso near wat
1352,0,yo there class tmrw right
1353,0,let ur heart ur compass ur mind ur map ur soul ur guide u never loose world gnun sent via
1354,0,goodnight sleep well da please take care please
1355,0,baaaaabe miss youuuuu go teach class
1356,0,convey regard
1357,0,u ned convince tht possible witot hurting feeling main
1358,0,good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy
1359,0,start sending blackberry torch nigeria find buyer like month tell dad buy bb anyone oh
1360,0,lt gt pple marry lover becz hav gud undrstndng dat avoids problem sent dis u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt min whn u read
1361,0,yo dude guess got arrested day
1362,0,shuhui say change suntec steamboat u noe r u
1363,0,dance river
1364,0,yetunde sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger
1365,0,hey really pretty late want go lesson first join reaching tp mrt
1366,1,hot live fantasy call per min ntt ltd po box croydon k
1367,0,bbq sat mine ur welcome come
1368,0,know thing wrong everyso often panicks start goin bout bein good enough
1369,0,alright good night
1370,0,try making another butt
1371,0,hope feeling great pls fill abiola
1372,0,though shd go n fun bar town something sound ok
1373,0,go write msg put dictionary mode cover screen hand press lt gt gently remove ur hand interesting
1374,1,bear pic nick tom pete dick fact type try gay chat photo upload call stop text call
1375,1,new mobile must go txt nokia collect today txtauction
1376,0,finally ready fyi
1377,0,auntie huai juan never pick phone
1378,1,double min double txt price linerental latest orange bluetooth mobile call latest offer
1379,0,ya tel wats ur problem
1380,1,nokia tone ur mob every week txt nok tone free get txtin tell ur friend reply hl
1381,0,dnt wnt tlk wid u
1382,0,spend day waiting ideal path appear front u forget path made walking waiting goodnight
1383,0,ok arm feeling weak cuz got shot go another time
1384,0,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle
1385,0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one name person bt girlfrnd g n g h
1386,0,popped ask bout something said around tonght wen girl come
1387,0,e best ur exam later
1388,0,hope ur head hurt much ploughing way pile ironing staying chinky tonight come round like
1389,0,oh think wi nz player unsold
1390,0,haha got fast lose weight thk muz go month den got effect gee later go aust put bk e weight
1391,0,wonder got online love gone net cafe get phone recharged friend net think boytoy
1392,0,haha kidding papa need drug
1393,0,thk shld b ya wana go lesson haha go one whole stretch
1394,0,oh ok
1395,0,r still meeting dinner tonight
1396,0,thats cool gentleman treat dignity respect
1397,0,shall start hear
1398,0,wait u lor need feel bad lar
1399,0,check got detailed message
1400,0,registered sinco payee log enter urn lt gt confirm beware fraud share disclose urn anyone
1401,0,decided people care stuff vote caring stuff loser
1402,0,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u
1403,0,registered sinco payee log enter urn lt gt confirm beware fraud share disclose urn anyone
1404,0,cool fun practicing making baby
1405,0,actually getting ready leave house
1406,0,k k special today
1407,1,urgent important information user today lucky day find log onto http fantastic surprise awaiting
1408,0,got ta
1409,0,got ten buck jay noncomittal
1410,0,hungry
1411,0,pls speak customer machan
1412,0,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
1413,0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
1414,1,dear u invited xchat final attempt contact u txt chat ldn yr
1415,0,wats ur opinion abt abt character
1416,0,jay snickering tell x totally fucking chord speak
1417,0,hour hair cut
1418,0,wonder co dun rem seeing silver car thk saw black one
1419,0,lmao take pic send
1420,0,speak feel word better silence gud mrng
1421,0,currently scotland
1422,0,work week
1423,1,congratulation ur awarded either cd gift voucher free entry weekly draw txt music tncs
1424,0,lol great im getting hungry
1425,0,yes saw message
1426,0,mu like lt gt second
1427,0,ok
1428,0,thing r good thanx got exam march ive done revision fran still boyf ive got ta interviw exeter bit worried x
1429,0,tell make little spreadsheet track whose idea smoke determine smoke much entire month february come
1430,1,sale arsenal dartboard good condition double treble
1431,0,look back building coat want get sick hurry home wear coat gym
1432,0,painful personal always try keep everybody happy time nobody recognises alone
1433,0,thanks lovely wisheds rock
1434,0,intrepid duo great time see soon
1435,0,asked sen come chennai search job
1436,0,dad went oredi
1437,0,jus hope true missin co really missin done anything feel guilty yet
1438,0,wat late still early mah juz go dinner lor aiya dunno
1439,0,arm fine cardiff uni
1440,0,fact leave think addie go back school tues wed
1441,0,cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day
1442,0,ya going restaurant
1443,0,askd u knw tht
1444,1,free week entry textpod chance win ipod cash every wk txt pod t c custcare
1445,0,ducking chinchilla
1446,0,marriage function
1447,0,look like u wil b getting headstart im leaving bout u r desperate company could head goin meet rummer
1448,0,give flying monkey wot think certainly mind friend mine
1449,1,registered optin subscriber ur draw gift voucher entered receipt correct an whats bbc chart
1450,0,say
1451,0,msg rajini come
1452,0,ya ü taking ure practical lesson start june
1453,0,good need drug
1454,0,possible
1455,0,ü decide faster co si going home liao
1456,1,summer finally fancy chat flirt sexy single yr area get matched reply summer free join optout txt stop
1457,0,u sleeping going take haha got spy wat online checking n replying mail lor
1458,1,claire havin borin time alone u wan na cum chat hope c u luv claire xx
1459,0,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
1460,1,bought one ringtone getting text costing pound offering tone etc
1461,0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt yet ovr chikku ali vargu lyfu meow meow
1462,0,kinda first one get twelve aah speak tomo
1463,1,urgent mobile bonus caller prize attempt reach call asap
1464,0,ok good later come find ü c lucky told ü go earlier later pple take finish ü
1465,0,wat make u thk fall actually thk quite prone fall lucky dad home ask come n fetch already
1466,1,guaranteed latest nokia phone ipod player prize txt word collect
1467,0,account refilled successfully inr lt decimal gt keralacircle prepaid account balance r lt decimal gt transaction id kr lt gt
1468,0,wont touch permission
1469,1,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg lucy x
1470,0,wonder world ur style ur smile ur personality ur nature ur sm ur lovely friendship good morning dear
1471,0,take small dose tablet fever
1472,0,oh u must taken real valentine shopping first
1473,0,sent email address incomm right
1474,0,gon na blake night might able get little early
1475,0,friendship game play word say start march end may tomorrow yesterday today e
1476,0,nice wait texting right gon na pay ticket ya know
1477,0,watching lotr w si dis aft u wan meet dinner nite
1478,0,keeping away like
1479,0,think far find check google map place dorm
1480,0,trip ok quite tiring lor uni start today ok co taking module jus concentrating final yr project
1481,0,always saying welp
1482,0,guy browsin compulsory
1483,0,ok
1484,0,purity friendship two smiling reading forwarded message smiling seeing name gud evng musthu
1485,0,sorry call later
1486,0,add really care ca least get dude fuck hey money want
1487,0,hello lover go new job happy think wake slave send teasing kiss across sea
1488,0,told number gautham
1489,0,tell need investigate anywhere
1490,0,ok juz receive
1491,0,cant believe said many thing morning really wanted say good morning love beautiful morning see library later
1492,1,account credited free text message activate txt word credit c
1493,0,end might still vomit okay everything come
1494,0,money money aint thing sha
1495,0,everything weather keep extra warm cold nothing serious pls lot vitamin c
1496,0,hey gal anyone u going e driving centre tmr
1497,0,always yahoo messenger send message get may send mobile mode sha get reply
1498,0,putting ready lt time gt
1499,0,time n smile r two crucial thing life sometimes time make u forget smile sometimes someone smile make u forget time gud noon
1500,1,sm ac jsco energy high u may know ur leadership skill r strong psychic reply an end reply end jsco
1501,0,idp linux system
1502,1,hot live fantasy call per min ntt ltd po box croydon national rate call
1503,0,da whats plan
1504,0,ill lt gt ok
1505,0,oh god almost home
1506,0,total video converter free download type google search
1507,1,thanks vote sing along star karaoke mobile free link reply sing
1508,0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
1509,0,sound like something someone testing would sayy
1510,0,u love someone dont make love u much u love much dont want loved anyone except gud nit
1511,0,pete phone still jenny college
1512,0,oops sorry check mind picking tomo half eight station would ok
1513,0,hey sweet wondering moment might come want send file someone wo go yahoo connection suck remember set page go download format disc could tell know way download big file download stuff directly internet help would great prey teasing kiss
1514,0,hows champ leaving glasgow
1515,0,k best congrats
1516,0,wonder get text
1517,0,need come home give good lovin
1518,1,brand new mobile music service live free music player arrive shortly install phone browse content top artist
1519,0,shall ask one thing dont mistake
1520,0,check wid corect speling sarcasm
1521,1,urgent mobile awarded bonus caller prize attempt contact call bt national rate
1522,0,angry happen dear
1523,0,thk u dun haf hint e forum already lor co told ron n darren going tell shuhui
1524,0,yup ok thanx
1525,0,hi ct employee
1526,0,pls pls find aunt nike
1527,0,wow love sooo much know barely stand wonder day go well love think miss
1528,0,screaming mean shouting
1529,0,hey happen de alright
1530,0,picked receipt something earlier
1531,0,think chennai well settled
1532,0,oh dang mean send lol
1533,0,unfortunately found pick sister airport evening think going try go one th
1534,0,horrible bf v hungry
1535,0,remember day
1536,1,nokia get win free auction take part send nokia
1537,0,feel real valentine yo valentine even tho u hardly play
1538,0,sound good finger make difficult type
1539,0,midnight earliest
1540,0,sure trying make xavier smoke want smoke told smoke much
1541,0,k come nordstrom done
1542,0,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dream
1543,0,press conference da
1544,1,hello orange month free access game news sport plus free text photo message reply yes term apply
1545,0,completed degree use joining finance
1546,0,good afternoon love job prospect missing lazy bleak hmmm happy filled love
1547,0,shant disturb u anymore jia
1548,0,bishan lar nearer need buy early co buy got ta park car
1549,0,dont know oh
1550,0,dude sux snake got old raiden got buff
1551,0,say hi get as back south tampa preferably kegger
1552,0,e msg jus u said thanks gift
1553,0,u
1554,0,ok dear call chechi
1555,0,yeah tote u wan na
1556,0,ok found dis pierre cardin one look normal cost sale
1557,0,good sleep rhythm person establish rhythm body learn use want know
1558,0,wat r u
1559,0,message truro hospital ext phone phone side
1560,0,single line big meaning miss anything ur best life miss ur best life anything gud nyt
1561,0,got gas money chance gang want go grand nature adventure
1562,0,dnt worry use ice piece cloth take tablet
1563,0,dude saw parked car sunroof popped sux
1564,0,get ready put excellent sub face
1565,0,tmrw im finishing door
1566,0,lt gt g saw day ago guy want sell wifi lt gt lt gt blanked
1567,0,late
1568,0,whatever im pretty pissed
1569,0,today accept day u accept brother sister lover lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
1570,0,dont much image class
1571,0,got rumour going buy apartment chennai
1572,0,near kalainar tv
1573,1,ur currently pound maximize ur send go cc
1574,1,sm auction brand new nokia auction today auction free join take part txt nokia
1575,0,si catching e show e afternoon watching w c u wan watch today tmr lor
1576,0,sound gd haha wah u yan jiu fast liao
1577,0,nosy guess idk reacting freaked
1578,0,remember hurt day satanic imposter pay price destiny keep going u said pray get mind get
1579,0,make girl happy difficult make girl happy u need friend companion lover chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam
1580,0,princess bet brothas chasing
1581,0,shall book chez jules half eight ok
1582,0,hhahhaahahah rofl wtf nig leonardo room something
1583,0,yep derek house see sunday lt
1584,0,cool let know kick around lt gt day
1585,0,sorry call later
1586,0,wondering would okay call uncle john let know thing nigeria r lt gt dollar sent know strain plan pay back every dime give every dime expect anything practical something like
1587,0,charge transfer charge withdraw anyhow like
1588,0,dont search love let love find thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
1589,0,let go bill miller
1590,0,love set soul fire spark flame big rawring flame xoxo
1591,0,somewhr someone surely made god decided perfect time make u meet dat till den enjoy ur crush
1592,0,honeymoon outfit
1593,0,help propose going back tomorrow
1594,1,private account statement show point call identifier code expires
1595,0,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning
1596,0,pls confirm time collect cheque
1597,1,registered subscriber yr draw gift voucher b entered receipt correct an next olympics txt an
1598,1,urgent mobile number awarded prize guaranteed call land line claim valid
1599,0,daddy take good care
1600,0,yeah probably still got ta check leo
1601,0,special
1602,0,carlos taking sweet time usual let know patty smoke tell haul as
1603,0,ok nothing problem
1604,0,heard job going wildlife talk tonight u wizzle whatever
1605,0,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend
1606,0,came hostel
1607,0,ok prob come lunch
1608,0,jus telling u dat b leaving shanghai instead haf time meet cya
1609,0,freezing home yet remember kiss mom morning love think missing yet
1610,0,ready big day tomorrow
1611,0,probably around mu lot
1612,0,
1613,1,pro video club need help info call must club credit redeemable enjoy
1614,0,thnx dude u guy
1615,0,sef dey laugh meanwhile darling anjie
1616,0,mm food da
1617,0,k make sense btw carlos difficult guy gon na smoke go pick second batch get gas
1618,0,u download fring app
1619,0,oz guy kinda flaky one friend interested picking lt gt worth tonight possible
1620,0,friend u stay fb chat
1621,0,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
1622,0,living simple loving also simple laughing simple winning tooo simple difficult gud nte
1623,1,u secret admirer looking make contact r reveal think ur
1624,0,ah well confuses thing
1625,1,free text msg text ok credit account
1626,0,hi dear call urgnt know whats problem want work problem least tell wating reply
1627,0,dear ok
1628,1,selected stay top british hotel nothing holiday worth claim call london bx
1629,0,yes princess want make happy
1630,0,sound like many talent would like go dinner date next week
1631,0,going film da sorry da
1632,0,watching movie already xy want shop shopping w
1633,0,hello little party animal thought buzz friend grin reminding loved send naughty adoring kiss
1634,0,yesterday going home
1635,1,eerie nokia tone rply tone title eg tone dracula title ghost addamsfa munsters exorcist twilight
1636,0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
1637,0,shit surprised went spent evening french guy met town fooled around bit let fuck
1638,1,network allow company bill sm responsible supplier shop give guarantee sell g
1639,0,great comedy cant stop laughing da
1640,1,freemsg feelin kinda lnly hope u like keep company jst got cam moby wan na c pic txt reply date hlp stop
1641,0,alright set text man
1642,0,hi keen go kind feel go tomo mind
1643,0,sleeping nt feeling well
1644,0,u switch fone dammit
1645,0,india take lead
1646,0,post class
1647,0,thts wat wright brother fly
1648,0,evening v good somewhat event laden fill worry head ok throat wrecked see six
1649,0,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear
1650,0,laptop take
1651,0,dont file bag work called tell find anything room
1652,0,wan early lei outside wun b home early neva mind
1653,1,ur chance win cash every wk txt action c custcare
1654,0,bugis juz wat walking home oredi ü late reply oso saw top dat like din buy r ü
1655,0,wishing family merry x ma happy new year advance
1656,0,go ok na
1657,0,yes posted couple pic fb still snow outside waking
1658,0,one good partnership going take lead
1659,1,rgent attempt contact u u call callcost mobilesvary
1660,0,yeah class
1661,0,send bec temple na
1662,0,coming home class right need work shower
1663,1,hi ur lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx
1664,0,mostly like
1665,0,ü v fan
1666,0,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor
1667,0,guess spent last night phasing fourth dimension
1668,0,dad gon na call get work ask crazy question
1669,0,yes said
1670,0,hurting n meaningful line ever compromised everything love end love compromised everything gud mornin
1671,0,lmao nice
1672,0,glad see reply
1673,1,urgent trying contact today draw show prize guaranteed call land line claim valid
1674,1,monthly password wap use wap phone pc
1675,0,nah dub je still buff
1676,0,painful thought happy toughest thing earth toughest acting happy unspoken pain inside
1677,0,yeah fine get ok
1678,0,lol u come idea
1679,0,many people seems special first sight remain special till last sight maintain till life end sh jas
1680,0,today song dedicated day song u dedicate send ur valuable frnds first rply
1681,0,okay wait ah
1682,0,lei
1683,0,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call love xxx
1684,0,already squatting new way walking
1685,0,want bold bb torch
1686,0,cramp stopped going back sleep
1687,1,today vodafone number ending last four digit selected received award number match please call claim award
1688,1,free top ringtone weekly week subpoly per
1689,0,nan sonathaya soladha bos
1690,0,bring tat cd forget
1691,1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sp tyrone
1692,0,know raping dude poker
1693,0,weightloss girl friend make load money ebay something give thanks god
1694,0,see message r u leaving congrats dear school wat r ur plan
1695,0,ü eatin later eatin wif frens lei ü going home first
1696,0,finish already yar keep saying mushy embarrassed ok
1697,0,sorry man stash ran dry last night ca pick sunday
1698,0,hai priya right doctor said
1699,1,free msg sorry service ordered could delivered sufficient credit please top receive service
1700,0,ok
1701,0,please ask mummy call father
1702,0,come room come house co house still messy haha
1703,0,lost kilo today
1704,0,taste fish curry
1705,0,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry
1706,0,yun ü wkg btw ü go nu sc ü wana specialise wad
1707,0,yes one woman man please tell like dislike bed
1708,0,test earlier appreciate call tomorrow
1709,0,loverboy keep coming queen hmmm ache speak miss desparately
1710,0,u meet fren dun wan meet ah muz b guy rite
1711,0,promise though even gotten dinner yet
1712,0,got back dislike bed
1713,0,turn stereo love mi phone unknown album
1714,1,hard live chat choose girl connect live call cheap chat uk biggest live service vu
1715,0,yeah see
1716,0,asking u knw nt may ur frnds classmate
1717,0,sorry earlier putting around talk actually life lol
1718,1,wow boy r back take uk tour win vip ticket vip club txt club trackmarque ltd info
1719,0,missionary hook doggy hook standing
1720,0,u better go sleep dun disturb u liao u wake msg lor
1721,0,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
1722,0,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
1723,0,thought praps meant another one goodo look tomorrow
1724,0,hi jon pete ive bin spain recently hav sum dinero left bill said u ur mayb interested hav around tb james
1725,0,bold lt gt
1726,0,know shall speak lt gt minute
1727,0,alrite hunny wot u didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx
